bhk,locality,Price,sqft,status,Possession,price_per_sqft,Age_old,bath
3,Mundhwa,1.97 Cr,1330,Under Construction,Possession by Feb 2024,"14,812 / sq ft",,2
3,Mundhwa,1.69 Cr,1171,Under Construction,Possession by Feb 2024,"14,432 / sq ft",,3
3,Mundhwa,2.21 Cr,1466,Under Construction,Possession by Feb 2024,"15,075 / sq ft",,3
2,Bibwewadi,1.53 Cr,888,Ready to move,,"17,230 / sq ft",0,
3,Bavdhan,1.39 Cr,1213,Under Construction,Possession by Aug 2026,"11,459 / sq ft",,
3,Bavdhan,1.39 Cr,1213,Under Construction,Possession by Aug 2026,"11,459 / sq ft",,
2,Bavdhan,95 L,838,Under Construction,Possession by Aug 2026,"11,336 / sq ft",,
2,Bavdhan,95 L,838,Under Construction,Possession by Aug 2026,"11,336 / sq ft",,
3,Wakad,80.52 L,1405,Ready to move,,"5,731 / sq ft",7,3
2,Wakad,61.89 L,1080,Ready to move,,"5,731 / sq ft",7,2
2,Wakad,60.81 L,1079,Ready to move,,"5,636 / sq ft",7,2
3,Wakad,79.12 L,1404,Ready to move,,"5,636 / sq ft",7,
3,Tathawade,93 L,1336,Under Construction,Possession by Nov 2025,"6,961 / sq ft",,3
3,Baner,1.41 Cr,1543,Under Construction,Possession by Dec 2025,"9,193 / sq ft",,3
2,Mundhwa,60 L,967,Under Construction,Possession by Dec 2026,"6,204 / sq ft",,2
1,Dhayari,38 L,600,Ready to move,,"6,333 / sq ft",13,
2,Dhayari,64 L,870,Ready to move,,"7,356 / sq ft",,2
2,Dhayari,55 L,1000,Ready to move,,"5,500 / sq ft",5,2
3,Kharadi,1.48 Cr,1160,Under Construction,Possession by Apr 2027,"12,758 / sq ft",,3
4,Kharadi,2.37 Cr,2288,Under Construction,Possession by Nov 2025,"10,358 / sq ft",,4
3,Wakad,1.15 Cr,1450,Under Construction,,"7,931 / sq ft",,3
2,Mundhwa,76 L,1014,Ready to move,,"7,495 / sq ft",,2
3,Hadapsar,1.26 Cr,1200,Under Construction,Possession by Dec 2027,"10,548 / sq ft",,3
3,Hadapsar,1.35 Cr,1500,Ready to move,,"9,000 / sq ft",,3
3,Manjari Budruk,90 L,1350,Under Construction,,"6,666 / sq ft",,3
3,Kharadi,1.5 Cr,1944,Ready to move,,"7,716 / sq ft",12,3
2,Wagholi,70 L,1282,Ready to move,,"5,460 / sq ft",6,2
1,Wagholi,32 L,572,Under Construction,Possession by Sep 2025,"5,594 / sq ft",,1
2,Wagholi,54 L,1000,Under Construction,Possession by May 2024,"5,400 / sq ft",,2
2,Wagholi,52 L,1020,Under Construction,Possession by May 2024,"5,098 / sq ft",,2
3,Wagholi,91 L,1714,Ready to move,,"5,309 / sq ft",0,3
2,Wagholi,61 L,1019,Under Construction,,"5,986 / sq ft",,2
3,Ravet,1.07 Cr,1083,Under Construction,Possession by Nov 2026,"9,879 / sq ft",,
2,Ravet,86 L,859,Under Construction,Possession by Nov 2026,"10,023 / sq ft",,
3,Ravet,1.14 Cr,1148,Under Construction,Possession by May 2025,"10,017 / sq ft",,
2,Ravet,88.99 L,921,Under Construction,Possession by May 2025,"9,663 / sq ft",,
4,Ravet,1.77 Cr,1791,Under Construction,Possession by Nov 2026,"9,882 / sq ft",,
2,Ravet,84.99 L,881,Under Construction,Possession by May 2025,"9,648 / sq ft",,
2,Dhanori,52 L,950,Ready to move,,"5,474 / sq ft",1,
1,Dhanori,30 L,550,Ready to move,,"5,455 / sq ft",1,1
2,Dhanori,44.99 L,765,Ready to move,,"5,882 / sq ft",1,
3,Dhayari,98 L,1350,Ready to move,,"7,259 / sq ft",2,
2,Nanded,55 L,876,Ready to move,,"6,278 / sq ft",,
2,Ambegaon Budruk,73 L,1150,Ready to move,,"6,347 / sq ft",10,1
3,Baner,1.71 Cr,1400,Ready to move,,"12,214 / sq ft",,3
2,Narayangaon,45 L,830,Ready to move,,"5,421 / sq ft",,2
3,Baner,1.71 Cr,1700,Under Construction,Possession by Nov 2027,"10,058 / sq ft",,3
2,Alandi,43 L,692,Under Construction,Possession by May 2026,"6,213 / sq ft",,2
2,Lohegaon,45 L,951,Under Construction,,"4,731 / sq ft",,2
3,Wadgaon Sheri,1.28 Cr,1514,Under Construction,Possession by Dec 2029,"8,497 / sq ft",,3
3,Kharadi,1.09 Cr,1450,Under Construction,Possession by Dec 2026,"7,520 / sq ft",,3
2,Mundhwa,70 L,1000,Under Construction,Possession by Nov 2027,"7,000 / sq ft",,2
3,Ravet,81.37 L,1418,Under Construction,Possession by Feb 2025,"5,738 / sq ft",,3
2,Mahalunge,65 L,980,Under Construction,,"6,632 / sq ft",,2
3,Tathawade,1 Cr,1306,Under Construction,Possession by Nov 2025,"7,656 / sq ft",,3
2,Punawale,55.37 L,953,Under Construction,Possession by Apr 2025,"5,810 / sq ft",,2
2,Kondhwa,48 L,1000,Under Construction,,"4,800 / sq ft",,2
3,Tathawade,60 L,990,Under Construction,Possession by Jul 2024,"6,060 / sq ft",,2
3,Tathawade,75.86 L,1216,Under Construction,Possession by Jul 2024,"6,239 / sq ft",,3
2,Kiwale,50 L,852,Ready to move,,"5,868 / sq ft",,1
2,Kondhwa,70 L,1215,Under Construction,Possession by Mar 2025,"5,761 / sq ft",,2
2,Wakad,86 L,765,Ready to move,,"11,241 / sq ft",,1
3,Baner,1.29 Cr,1420,Ready to move,,"9,130 / sq ft",,1
2,Kharadi,90 L,1150,Under Construction,,"7,826 / sq ft",,2
3,Undri,65 L,1600,Ready to move,,"4,062 / sq ft",8,
2,Baner,85 L,943,Ready to move,,"9,013 / sq ft",,1
3,Thergaon,1.22 Cr,1662,Under Construction,Possession by Dec 2028,"7,350 / sq ft",,3
4,Balewadi,2 Cr,2187,Under Construction,Possession by Dec 2027,"9,144 / sq ft",,4
3,Thergaon,1.64 Cr,2120,Under Construction,Possession by Dec 2028,"7,736 / sq ft",,4
1,Gultekdi,55 L,600,Ready to move,,"9,166 / sq ft",3,1
2,Bibwewadi,1.1 Cr,1204,Under Construction,Possession by Nov 2025,"9,136 / sq ft",,2
2,Wakad,70 L,945,Ready to move,,"7,407 / sq ft",1,2
2,Kothrud,1.3 Cr,1120,Ready to move,,"11,607 / sq ft",,2
2,Bavdhan,95 L,1024,Ready to move,,"9,277 / sq ft",,2
1,Gahunje,29 L,729,Under Construction,Possession by Nov 2026,"3,978 / sq ft",,1
3,Talegaon Dabhade,55 L,1350,Ready to move,,"4,074 / sq ft",12,
3,Balewadi,1.15 Cr,1447,Under Construction,Possession by Dec 2026,"7,947 / sq ft",,3
2,Baner,82 L,1028,Under Construction,Possession by Dec 2028,"7,976 / sq ft",,2
3,Erandwane,2.2 Cr,1650,Ready to move,,"13,333 / sq ft",,3
3,Erandwane,3.6 Cr,2300,Ready to move,,"15,652 / sq ft",,3
2,Bavdhan,75 L,1160,Ready to move,,"6,465 / sq ft",,2
1,Sadashiv Peth,55 L,550,Ready to move,,"10,000 / sq ft",,
3,Bavdhan,1.12 Cr,1243,Ready to move,,"9,010 / sq ft",,
2,Balewadi,92 L,994,Ready to move,,"9,255 / sq ft",1,2
3,Baner,1.46 Cr,1705,Ready to move,,"8,563 / sq ft",,3
2,Baner,92 L,1201,Under Construction,Possession by Feb 2026,"7,660 / sq ft",,2
2,Sopan Baug,1 Cr,1300,Ready to move,,"7,692 / sq ft",2,2
3,Baner,1.25 Cr,1465,Under Construction,Possession by Aug 2027,"8,532 / sq ft",,3
2,Wanowrie,1.15 Cr,1000,Ready to move,,"11,500 / sq ft",10,
2,Wanowrie,75 L,1040,Ready to move,,"7,211 / sq ft",3,1
2,Dhanori,69.35 L,810,Under Construction,Possession by Nov 2024,"8,572 / sq ft",,
1,Dhanori,43.79 L,510,Under Construction,Possession by Nov 2024,"8,586 / sq ft",,
2,Moshi,48 L,1047,Under Construction,Possession by Nov 2024,"4,584 / sq ft",,2
3,Bavdhan,1.35 Cr,1514,Ready to move,,"8,916 / sq ft",10,
2,Balewadi,1.15 Cr,1182,Ready to move,,"9,729 / sq ft",,
2,Narhe,55.61 L,989,Ready to move,,"5,622 / sq ft",,
2,Bavdhan,78.11 L,1122,Ready to move,,"6,961 / sq ft",10,
1,Moshi,29 L,483,Ready to move,,"6,004 / sq ft",1,1
1,Moshi,29.5 L,562,Ready to move,,"5,249 / sq ft",1,1
2,Kharadi,1.27 Cr,1200,Ready to move,,"10,583 / sq ft",0,2
4,Mundhwa,1.18 Cr,1550,Under Construction,Possession by Dec 2026,"7,612 / sq ft",,4
2,Hadapsar,1.05 Cr,950,Ready to move,,"11,052 / sq ft",7,2
3,Hadapsar,2.05 Cr,2100,Ready to move,,"9,761 / sq ft",7,3
2,Wagholi,41.58 L,1027,Ready to move,,"4,048 / sq ft",,1
1,Moshi,36.7 L,711,Ready to move,,"5,161 / sq ft",1,1
3,Dhanori,82.77 L,1336,Under Construction,,"6,195 / sq ft",,3
2,Charholi Budruk,65 L,980,Ready to move,,"6,632 / sq ft",,2
1,Akurdi,24.48 L,471,Ready to move,,"5,197 / sq ft",,1
3,Kharadi,97 L,1970,Under Construction,,"4,923 / sq ft",,3
1,Charholi Budruk,43.87 L,716,Under Construction,Possession by Nov 2026,"6,127 / sq ft",,2
3,Wakad,1.07 Cr,1454,Under Construction,Possession by Mar 2026,"7,359 / sq ft",,3
1,Ravet,42 L,634,Ready to move,,"6,624 / sq ft",2,1
3,Bavdhan,1.32 Cr,1030,Under Construction,Possession by Sep 2027,"12,912 / sq ft",,
2,Bavdhan,98.44 L,768,Under Construction,Possession by Sep 2027,"12,835 / sq ft",,
3,NIBM Annex Mohammadwadi,2.82 Cr,2048,Under Construction,Possession by Dec 2026,"13,810 / sq ft",,
3,Kothrud,1.95 Cr,1244,Under Construction,Possession by Mar 2024,"15,675 / sq ft",,
3,Kothrud,2.1 Cr,1282,Under Construction,Possession by Mar 2024,"16,380 / sq ft",,
3,Kothrud,2.1 Cr,1279,Under Construction,Possession by Mar 2024,"16,419 / sq ft",,
3,Kothrud,1.51 Cr,954,Under Construction,Possession by Mar 2024,"15,828 / sq ft",,
3,Kothrud,1.95 Cr,1187,Under Construction,Possession by Mar 2024,"16,427 / sq ft",,
5,Kothrud,4.26 Cr,2629,Under Construction,Possession by Mar 2024,"16,203 / sq ft",,
3,Kothrud,2.01 Cr,1225,Under Construction,Possession by Mar 2024,"16,408 / sq ft",,
2,Kothrud,1.47 Cr,926,Under Construction,Possession by Mar 2024,"15,874 / sq ft",,
3,Kothrud,1.61 Cr,1014,Under Construction,Possession by Mar 2024,"15,877 / sq ft",,
2,Kothrud,1.5 Cr,946,Under Construction,Possession by Mar 2024,"15,856 / sq ft",,
3,Baner,1.34 Cr,987,Under Construction,Possession by Nov 2024,"13,691 / sq ft",,
3,Baner,1.2 Cr,999,Under Construction,Possession by Nov 2024,"12,025 / sq ft",,
2,Baner,93.99 L,738,Under Construction,Possession by Nov 2024,"12,737 / sq ft",,
2,Baner,85 L,726,Under Construction,Possession by Nov 2024,"11,708 / sq ft",,
3,Hinjewadi,99.54 L,835,Under Construction,Possession by May 2027,"11,922 / sq ft",,
2,Hinjewadi,70.03 L,620,Under Construction,Possession by May 2027,"11,295 / sq ft",,
3,Hinjewadi,99.66 L,836,Under Construction,Possession by May 2027,"11,922 / sq ft",,
2,Mundhwa,59 L,631,Under Construction,Possession by Sep 2023,"9,350 / sq ft",,
2,Mundhwa,58.71 L,628,Under Construction,Possession by Sep 2023,"9,350 / sq ft",,
2,Dhanori,73.37 L,863,Under Construction,Possession by Nov 2024,"8,511 / sq ft",,
4,Baner,2.5 Cr,1695,Under Construction,Possession by Mar 2028,"14,749 / sq ft",,
3,Baner,1.95 Cr,1374,Under Construction,Possession by Mar 2028,"14,192 / sq ft",,
3,Baner,1.49 Cr,1038,Under Construction,Possession by Mar 2028,"14,437 / sq ft",,
3,Baner,1.9 Cr,1361,Under Construction,Possession by Mar 2028,"13,960 / sq ft",,
4,Baner,2.33 Cr,1442,Under Construction,Possession by Mar 2028,"16,187 / sq ft",,
3,NIBM Annex Mohammadwadi,1.54 Cr,1200,Under Construction,Possession by Dec 2025,"12,916 / sq ft",,
4,NIBM Annex Mohammadwadi,2.01 Cr,1656,Under Construction,Possession by Dec 2025,"12,198 / sq ft",,
2,NIBM Annex Mohammadwadi,96.99 L,805,Under Construction,Possession by Dec 2025,"12,049 / sq ft",,
2,NIBM Annex Mohammadwadi,97.71 L,811,Under Construction,Possession by Dec 2025,"12,049 / sq ft",,
3,NIBM Annex Mohammadwadi,1.28 Cr,1068,Under Construction,Possession by Dec 2025,"12,078 / sq ft",,
2,Baner,67 L,664,Under Construction,Possession by Feb 2026,"10,090 / sq ft",,
3,Kharadi,1.44 Cr,1240,Under Construction,Possession by Dec 2028,"11,612 / sq ft",,
3,Wakad,1.13 Cr,1076,Under Construction,Possession by Dec 2025,"10,501 / sq ft",,
3,Kharadi,1.27 Cr,1108,Under Construction,Possession by Dec 2028,"11,462 / sq ft",,
2,Punawale,68 L,751,Under Construction,Possession by Apr 2025,"9,054 / sq ft",,
3,Kharadi,1.78 Cr,1525,Under Construction,Possession by Dec 2028,"11,672 / sq ft",,
2,Kharadi,83.9 L,725,Under Construction,Possession by Dec 2028,"11,572 / sq ft",,
2,Dhayari,60 L,1120,Ready to move,,"5,357 / sq ft",12,2
2,Moshi,38.5 L,711,Ready to move,,"5,415 / sq ft",1,2
2,Moshi,38.25 L,711,Ready to move,,"5,379 / sq ft",2,2
1,Moshi,29.25 L,579,Ready to move,,"5,051 / sq ft",1,1
2,Moshi,37.5 L,579,Ready to move,,"6,476 / sq ft",1,2
2,Moshi,39.25 L,711,Ready to move,,"5,520 / sq ft",2,2
2,Bhugaon,26 L,850,Ready to move,,"3,058 / sq ft",,2
2,Moshi,60 L,724,Under Construction,Possession by Dec 2024,"8,287 / sq ft",,2
1,Moshi,28 L,590,Ready to move,,"4,745 / sq ft",,1
2,Kharadi,76 L,1160,Under Construction,,"6,551 / sq ft",,2
2,Moshi,35.1 L,568,Under Construction,,"6,180 / sq ft",,2
3,Wagholi,1.88 Cr,2290,Under Construction,Possession by Mar 2028,"8,209 / sq ft",,4
1,Moshi,27.75 L,579,Ready to move,,"4,792 / sq ft",1,1
2,Moshi,35.75 L,711,Ready to move,,"5,028 / sq ft",1,2
2,Lohegaon,67.41 L,1090,Under Construction,Possession by Mar 2026,"6,185 / sq ft",,2
2,Charholi Budruk,56.3 L,915,Under Construction,Possession by Nov 2026,"6,153 / sq ft",,2
3,Ravet,1.68 Cr,1920,Under Construction,Possession by Dec 2026,"8,750 / sq ft",,3
2,Bavdhan,73 L,1045,Ready to move,,"6,985 / sq ft",,2
2,Bavdhan,89 L,1100,Ready to move,,"8,090 / sq ft",7,
2,Ravet,65 L,1001,Under Construction,,"6,493 / sq ft",,2
2,Ravet,67 L,770,Under Construction,Possession by Dec 2028,"8,712 / sq ft",,
2,Ravet,75 L,891,Under Construction,Possession by Dec 2028,"8,426 / sq ft",,
3,Ravet,1.22 Cr,1202,Under Construction,Possession by Dec 2028,"10,149 / sq ft",,
3,Bavdhan,84.43 L,1473,Ready to move,,"5,731 / sq ft",3,
3,Bavdhan,85.68 L,1773,Ready to move,,"4,832 / sq ft",3,
1,Bavdhan,40 L,586,Ready to move,,"6,825 / sq ft",3,
3,Bavdhan,84.43 L,1473,Ready to move,,"5,731 / sq ft",3,
3,Bavdhan,84.76 L,1522,Ready to move,,"5,568 / sq ft",3,
3,Bavdhan,85.68 L,1773,Ready to move,,"4,832 / sq ft",3,
1,Bavdhan,40 L,586,Ready to move,,"6,825 / sq ft",3,
4,Bavdhan,1.44 Cr,2302,Ready to move,,"6,255 / sq ft",3,
3,Bavdhan,84.76 L,1522,Ready to move,,"5,568 / sq ft",3,
3,Bavdhan,84 L,1427,Ready to move,,"5,886 / sq ft",3,
3,Balewadi,1.75 Cr,1821,Under Construction,Possession by Mar 2026,"9,610 / sq ft",,3
2,Bavdhan,91 L,1131,Under Construction,Possession by Aug 2026,"8,045 / sq ft",,2
3,Wanowrie,1.3 Cr,1500,Ready to move,,"8,666 / sq ft",16,
4,Kalyani Nagar,2.5 Cr,3159,Ready to move,,"7,913 / sq ft",2,4
2,Bavdhan,72 L,900,Ready to move,,"8,000 / sq ft",7,
3,Shivaji Nagar,1.85 Cr,1332,Ready to move,,"13,888 / sq ft",,3
2,Tathawade,47 L,830,Ready to move,,"5,662 / sq ft",2,2
2,Chikhali,38 L,577,Ready to move,,"6,585 / sq ft",1,2
2,Dhanori,57.42 L,1030,Under Construction,Possession by Dec 2023,"5,574 / sq ft",,2
3,Ravet,84 L,1275,Under Construction,Possession by May 2024,"6,588 / sq ft",,3
3,Moshi,74 L,998,Under Construction,,"7,414 / sq ft",,3
2,Mahalunge,68 L,1083,Under Construction,,"6,278 / sq ft",,2
2,Dhayari,43.5 L,885,Ready to move,,"4,915 / sq ft",8,2
3,Kharadi,1.66 Cr,1626,Under Construction,Possession by Dec 2026,"10,209 / sq ft",,3
2,Wagholi,1.14 Cr,1195,Under Construction,Possession by May 2028,"9,539 / sq ft",,2
2,Chikhali,40 L,687,Ready to move,,"5,822 / sq ft",,2
3,Balewadi,2.32 Cr,1235,Under Construction,Possession by Mar 2026,"18,832 / sq ft",,
3,Balewadi,1.49 Cr,1036,Under Construction,Possession by Mar 2026,"14,487 / sq ft",,
1,Ambegaon Budruk,37.13 L,418,Under Construction,Possession by Dec 2028,"8,904 / sq ft",,
1,Ambegaon Budruk,34.99 L,394,Under Construction,Possession by Dec 2028,"8,905 / sq ft",,
2,Ambegaon Budruk,71.02 L,625,Under Construction,Possession by Dec 2028,"11,363 / sq ft",,
2,Ambegaon Budruk,64.99 L,572,Under Construction,Possession by Dec 2028,"11,383 / sq ft",,
4,Baner,2.5 Cr,1695,Under Construction,Possession by Mar 2028,"14,749 / sq ft",,
3,Baner,1.95 Cr,1374,Under Construction,Possession by Mar 2028,"14,192 / sq ft",,
3,Baner,1.49 Cr,1038,Under Construction,Possession by Mar 2028,"14,437 / sq ft",,
3,Baner,1.9 Cr,1361,Under Construction,Possession by Mar 2028,"13,960 / sq ft",,
4,Baner,2.33 Cr,1442,Under Construction,Possession by Mar 2028,"16,187 / sq ft",,
2,Mamurdi,48 L,1070,Under Construction,Possession by Jun 2025,"4,485 / sq ft",,2
2,Viman Nagar,77 L,900,Ready to move,,"8,555 / sq ft",3,2
2,NIBM Annex Mohammadwadi,72.15 L,1124,Ready to move,,"6,419 / sq ft",,2
2,NIBM Annex Mohammadwadi,43.37 L,1085,Ready to move,,"3,997 / sq ft",1,1
2,NIBM Annex Mohammadwadi,47 L,1090,Ready to move,,"4,311 / sq ft",10,1
2,Kharadi,1.25 Cr,1227,Ready to move,,"10,187 / sq ft",7,2
2,Mundhwa,67.14 L,1108,Under Construction,Possession by Mar 2025,"6,060 / sq ft",,2
2,Sus,49.35 L,493,Ready to move,,"10,010 / sq ft",0,
2,Sus,50.04 L,500,Ready to move,,"10,008 / sq ft",0,
2,Sus,49.23 L,492,Ready to move,,"10,007 / sq ft",0,
2,Sus,50.85 L,508,Ready to move,,"10,010 / sq ft",0,
1,Sus,48 L,393,Ready to move,,"12,213 / sq ft",0,
2,Sus,50.23 L,502,Ready to move,,"10,007 / sq ft",0,
2,Sus,54.84 L,548,Ready to move,,"10,008 / sq ft",0,
2,Sus,49.74 L,497,Ready to move,,"10,008 / sq ft",0,
2,Sus,49.64 L,496,Ready to move,,"10,009 / sq ft",0,
2,Sus,51.24 L,512,Ready to move,,"10,008 / sq ft",0,
2,Sus,50.74 L,507,Ready to move,,"10,007 / sq ft",0,
3,Dhanori,1.05 Cr,894,Ready to move,,"11,815 / sq ft",0,
2,Wakad,60.97 L,657,Under Construction,Possession by Sep 2025,"9,294 / sq ft",,
3,Moshi,68.65 L,1170,Under Construction,Possession by Nov 2025,"5,867 / sq ft",,3
3,Balewadi,1.88 Cr,1051,Under Construction,Possession by Nov 2026,"17,902 / sq ft",,
2,Balewadi,1.42 Cr,886,Under Construction,Possession by Nov 2026,"16,113 / sq ft",,
3,Balewadi,1.79 Cr,1012,Under Construction,Possession by Nov 2026,"17,691 / sq ft",,
3,Balewadi,1.7 Cr,1004,Under Construction,Possession by Nov 2026,"16,963 / sq ft",,
3,Wanowrie,90 L,1375,Ready to move,,"6,545 / sq ft",15,3
2,Baner,94 L,1215,Under Construction,Possession by Nov 2025,"7,736 / sq ft",,2
2,Wanowrie,87 L,1000,Ready to move,,"8,700 / sq ft",,2
2,Wakad,86.69 L,769,Under Construction,Possession by Dec 2025,"11,289 / sq ft",,
2,Wakad,86.58 L,748,Under Construction,Possession by Dec 2025,"11,574 / sq ft",,
1,Wakad,72.5 L,625,Under Construction,Possession by Dec 2025,"11,600 / sq ft",,
2,Wakad,87.45 L,778,Under Construction,Possession by Dec 2025,"11,256 / sq ft",,
3,Wakad,1.3 Cr,960,Under Construction,Possession by Dec 2025,"13,542 / sq ft",,
2,Wakad,86.89 L,771,Under Construction,Possession by Dec 2025,"11,285 / sq ft",,
3,Wakad,1.25 Cr,942,Under Construction,Possession by Dec 2025,"13,283 / sq ft",,
3,Wakad,1.11 Cr,932,Under Construction,Possession by Dec 2025,"11,910 / sq ft",,
2,Wakad,82.34 L,725,Under Construction,Possession by Dec 2025,"11,373 / sq ft",,
2,Punawale,68 L,755,Under Construction,Possession by Dec 2027,"9,006 / sq ft",,
3,Wakad,1.12 Cr,940,Under Construction,Possession by Dec 2025,"11,927 / sq ft",,
2,Wakad,87.85 L,779,Under Construction,Possession by Dec 2025,"11,277 / sq ft",,
2,Hinjewadi,67.97 L,856,Under Construction,Possession by Oct 2026,"7,941 / sq ft",,2
3,Kharadi,79.82 L,871,Under Construction,Possession by May 2024,"9,175 / sq ft",,
2,Moshi,51.99 L,712,Under Construction,Possession by Dec 2025,"7,303 / sq ft",,
2,Hinjewadi,58.99 L,733,Under Construction,Possession by Oct 2026,"8,049 / sq ft",,2
3,Moshi,68.5 L,946,Under Construction,Possession by Dec 2025,"7,241 / sq ft",,
3,Moshi,67.54 L,929,Under Construction,Possession by Dec 2025,"7,270 / sq ft",,
2,Akurdi,96 L,824,Under Construction,Possession by Dec 2025,"11,650 / sq ft",,
3,Akurdi,1.21 Cr,989,Under Construction,Possession by Dec 2025,"12,234 / sq ft",,
2,Akurdi,90 L,789,Under Construction,Possession by Dec 2025,"11,406 / sq ft",,
4,Akurdi,1.88 Cr,1642,Under Construction,Possession by Dec 2025,"11,449 / sq ft",,
4,Akurdi,1.79 Cr,1572,Under Construction,Possession by Dec 2025,"11,449 / sq ft",,
2,Bavdhan,65 L,616,Under Construction,Possession by May 2030,"10,551 / sq ft",,
1,Bavdhan,44 L,489,Under Construction,Possession by May 2030,"8,997 / sq ft",,
3,Bavdhan,1.49 Cr,1271,Under Construction,Possession by Aug 2027,"11,753 / sq ft",,
3,Bavdhan,1.31 Cr,1116,Under Construction,Possession by Aug 2027,"11,818 / sq ft",,
2,Bavdhan,89.93 L,812,Under Construction,Possession by Aug 2027,"11,075 / sq ft",,
4,Bavdhan,1.81 Cr,1515,Under Construction,Possession by Aug 2027,"12,011 / sq ft",,
3,Bavdhan,1.12 Cr,943,Under Construction,Possession by Aug 2027,"11,915 / sq ft",,
2,Wakad,56.58 L,707,Ready to move,,"8,003 / sq ft",0,
2,Wakad,59.31 L,745,Ready to move,,"7,961 / sq ft",0,
2,Hadapsar,50.86 L,653,Ready to move,,"7,789 / sq ft",0,
2,Wakad,60.41 L,761,Ready to move,,"7,939 / sq ft",0,
2,Hadapsar,48.99 L,629,Ready to move,,"7,790 / sq ft",0,
1,Hadapsar,36.99 L,456,Ready to move,,"8,131 / sq ft",0,
2,Bhukum,44.99 L,588,Under Construction,Possession by Nov 2023,"7,653 / sq ft",,
1,Moshi,28.25 L,582,Ready to move,,"4,853 / sq ft",1,1
2,Moshi,54 L,730,Under Construction,,"7,397 / sq ft",,2
2,Moshi,39 L,555,Ready to move,,"7,027 / sq ft",0,2
2,Lohegaon,56.3 L,915,Under Construction,,"6,153 / sq ft",,2
3,Mundhwa,79 L,1272,Ready to move,,"6,210 / sq ft",5,
3,Kharadi,1.53 Cr,1500,Under Construction,Possession by May 2024,"10,200 / sq ft",,3
3,Kharadi,1.32 Cr,1472,Under Construction,Possession by Apr 2027,"8,967 / sq ft",,3
4,Kharadi,2.28 Cr,2214,Under Construction,Possession by Apr 2027,"10,298 / sq ft",,4
4,Viman Nagar,2.1 Cr,1850,Ready to move,,"11,351 / sq ft",14,3
2,Viman Nagar,1.14 Cr,1195,Ready to move,,"9,539 / sq ft",14,2
3,Viman Nagar,1.65 Cr,1500,Ready to move,,"11,000 / sq ft",12,
4,Sangamvadi,3 Cr,2500,Ready to move,,"12,000 / sq ft",,3
3,Baner,1.45 Cr,1637,Under Construction,Possession by Nov 2026,"8,857 / sq ft",,3
3,NIBM Annex Mohammadwadi,1.15 Cr,1550,Ready to move,,"7,419 / sq ft",13,3
3,NIBM Annex Mohammadwadi,1.12 Cr,1400,Ready to move,,"8,000 / sq ft",6,2
3,Wanowrie,1.3 Cr,1500,Ready to move,,"8,666 / sq ft",12,
3,Bavdhan,1.29 Cr,1637,Under Construction,Possession by Aug 2026,"7,880 / sq ft",,3
3,Balewadi,1.8 Cr,1688,Under Construction,Possession by Dec 2027,"10,663 / sq ft",,3
1,Wagholi,35 L,620,Ready to move,,"5,645 / sq ft",1,1
4,Baner,2.48 Cr,2380,Under Construction,Possession by Jun 2028,"10,420 / sq ft",,4
2,Kondhwa,80 L,1500,Ready to move,,"5,333 / sq ft",,2
3,Sopan Baug,1.45 Cr,1700,Ready to move,,"8,529 / sq ft",2,3
2,Balewadi,1.1 Cr,1135,Under Construction,Possession by Dec 2028,"9,691 / sq ft",,2
4,Wanowrie,2.5 Cr,2200,Ready to move,,"11,363 / sq ft",13,4
2,Wanowrie,1.5 Cr,1800,Ready to move,,"8,333 / sq ft",20,2
2,Shivane,30.83 L,658,Ready to move,,"4,685 / sq ft",3,1
